Codice;Ubicazione;Area di Competenza;DescrizioneVia;Civico;CodiceVia;insegna;settore_merceologico;settore_storico_cf_n;settore_storico_cf_preval;settore_storico_cf_s;superficie_totale;superficie_vendita;MUNICIPIO;LONGIT;LATIT;Location
C-EV/44303;Via MONVISO N. 34| isolato:055| accesso: accesso esterno| (z.d. 8);VENDITA - In sede fissa;Via MONVISO;34;7212;pabocar service;non alimentare;autovetture e veicoli nuovi e usati ;autoveicoli;xiv;390;390;8;9.1700687267;45.4856693583;45.4856693583, 9.1700687267
C-EV/11905;Piazzetta GIORDANO UMBERTO N. 4 aff.za tacitamente rinnovabile|pta giordano umberto 004| isolato:264| accesso: accesso esterno| (z.d. 1);VENDITA - In sede fissa;Piazzetta GIORDANO UMBERTO;4;345;;non alimentare;: cine foto ottica. con esclusione dei prodotti per la cui vendita e' prevista l'attivita' di persona munita di speciale abilitazione, secondo le norme della l. 23.06.1927 n.1264 e relativo regolamento di esecuzione r.d. 31.05.1928 n.1334. |;profumeria;xiv prodotti vari|settore non alimentare|xii sub 3|x|ix|xiv prod. sport e tempo libero|xiv prodotti per la casa|xiv prodotti per la persona;390;390;1;9.1985920481;45.4665552266;45.4665552266, 9.1985920481
C-EV/37214;Via QUARENGHI GIACOMO N. 23| isolato:300| accesso: accesso interno| (z.d. 8);VENDITA - In sede fissa;Via QUARENGHI GIACOMO;23;7478;interno ipercoop;non alimentare;(con l'esclusione dei prodotti per i quali e' previsto per legge uno specifico diploma)  ;radio tv, elettrodom,app.radio;settore non alimentare;390;390;8;9.11479754273;45.495837865;45.495837865, 9.11479754273
C-EV/38566-1;Via MARIA VALLE (SANTA) N. 3 (z.d. 1);VENDITA - In sede fissa;Via MARIA VALLE (SANTA);3;535;;non alimentare;;;xiv-antichita' e opere d' arte;900;390;1;9.18404305947;45.4602652233;45.4602652233, 9.18404305947
C-EV/48604;teano 6VIA TEANO N. 6| isolato:006| accesso: accesso esterno| (z.d. 9);VENDITA - In sede fissa;;;;carrefour;alimentare|non alimentare;(con l'esclusione dei prodotti per i quali è previsto per legge uno specifico diploma)  attivita' prevalente commercio al dettaglio generi alimentari ;supermercato alimentare;settore alimentare/non aliment;444;390;;;;
C-EV/49106-1;Via QUARENGHI GIACOMO N. 40 (z.d. 8);VENDITA - In sede fissa;Via QUARENGHI GIACOMO;40;7478;;non alimentare;;;xii-radio e tv|xii-elettrodomestici|xiv prod. culturali arte e col|xiv prodotti vari;390;390;8;9.1111878345;45.498849433;45.498849433, 9.1111878345
C-EV/49373;Via MAFFUCCI ANGIOLO N. 4| isolato:063| accesso: accesso esterno| (z.d. 9);VENDITA - In sede fissa;Via MAFFUCCI ANGIOLO;4;1276;idea bricolage;non alimentare;;bricolage;settore non alimentare;390;390;9;9.17233640692;45.4970892218;45.4970892218, 9.17233640692
C-EV/44099;Via SPIGA (DELLA) N. 2|via della spiga 002| isolato:189| accesso: accesso esterno| (z.d. 1);VENDITA - In sede fissa;Via SPIGA (DELLA);2;226;dolce e gabbana;non alimentare;;boutique;settore non alimentare;392;392;1;9.19856580089;45.4687149902;45.4687149902, 9.19856580089
C-EV/48688;Via TOFFETTI VINCENZO N. 9| isolato:074| accesso: accesso interno| (z.d. 4);VENDITA - In sede fissa;Via TOFFETTI VINCENZO;9;4188;docks dora;non alimentare;|: tutta la categoria (escluso i prodotti per la cui vendita e' previsto il possesso di idonea abilitazione) ;abbigliamento;xii sub 1|xii-radio e tv|xii-elettrodomestici|xii sub 2|xii-materiale elettrico|xiv prodotti per la casa|xiv prodotti per la persona|xiv prodotti vari;393;393;4;9.23497036848;45.4363029985;45.4363029985, 9.23497036848
C-EV/22591;Viale PIAVE N. 27| isolato:152| accesso: accesso esterno| (z.d. 1);VENDITA - In sede fissa;Viale PIAVE;27;2179;spotti modern living;non alimentare;(esclusi i prodotti per i quali per legge necessita uno specifico diploma.) ;arredamenti;settore non alimentare;393;393;1;9.2063976072;45.4722203199;45.4722203199, 9.2063976072
EV/109990;PIAZZA LIBERTY (DEL) N. 8 (z.d. 1);VENDITA - In sede fissa;PIAZZA LIBERTY (DEL);8;98;;Alimentare|Non Alimentare;;;;878;394;1;9.1940292908;45.4656134048;45.4656134048, 9.1940292908
C-EV/55403;Piazza FRANCESCA ROMANA (SANTA) N. 3| isolato:108| accesso: accesso esterno| (z.d. 3);VENDITA - In sede fissa;Piazza FRANCESCA ROMANA (SANTA);3;2183;playlife;alimentare|non alimentare;(con l'esclusione dei prodotti per i quali e' previsto per legge uno specifico diploma)  ;abbigliamento;settore alimentare/non aliment;500;395;3;9.2079191045;45.4764267856;45.4764267856, 9.2079191045
C-EV/12448;Viale MONZA N. 23| isolato:346| accesso: accesso esterno| (z.d. 2);VENDITA - In sede fissa;Viale MONZA;23;2274;mobili vercesi;non alimentare;con l'esclusione dei prodotti per i quali è previsto per legge uno specifico diploma)  attivita' prevalente: commercio di mobili per l'arredamento in genere e loro complementi  ;mobili;settore non alimentare;470;395;2;9.21726927055;45.4887364556;45.4887364556, 9.21726927055
C-EV/48233;Via LOMAZZO PAOLO N. 41| isolato:054| accesso: accesso esterno| (z.d. 8);VENDITA - In sede fissa;Via LOMAZZO PAOLO;41;7079;;alimentare|non alimentare;(con l'esclusione dei prodotti per i quali è previsto per legge uno specifico diploma)  attivita' prevalente: commercio al dettaglio generi alimentari ;supermercato alimentare;settore alimentare/non aliment;467;395;8;9.17017029611;45.4839693082;45.4839693082, 9.17017029611
C-EV/73025;Via TORINO N. 44 (z.d. 1);VENDITA - In sede fissa;Via TORINO;44;543;;non alimentare;abbigliamento e relativi accessori ;;settore non alimentare;621;395;1;9.18501804867;45.4613294946;45.4613294946, 9.18501804867
C-EV/73025;Via TORINO N. 44 (z.d. 1);VENDITA - In sede fissa;Via TORINO;44;543;;non alimentare;abbigliamento e relativi accessori ;;settore non alimentare;621;395;1;9.18500731025;45.46131685;45.46131685, 9.18500731025
C-EV/12373;Via PELLINI EUGENIO N. 3| isolato:123| accesso: accesso esterno| (z.d. 2);VENDITA - In sede fissa;Via PELLINI EUGENIO;3;1482;;non alimentare;;mobili;xii sub 1|xiv sub 36|x|xiv sub 42;396;396;2;9.2033727089;45.4962053214;45.4962053214, 9.2033727089
EV/101982;Corso EUROPA N. 12 (z.d. 1);VENDITA - In sede fissa;Corso EUROPA;12;300;;Alimentare|Tabella speciale Farmacie;alimenti per l'infanzia ed integratori alimentari.|cosmesi e profumeria|tabella speciale farmacia ;farmacia (articoli sussidiari);settore alimentare|settore non alimentare|speciale farmacia;792;396;1;9.19664640159;45.4642554048;45.4642554048, 9.19664640159
EV/115982;VIA BIGLI N. 1 /3 con ingresso in via verri (z.d. 1);VENDITA - In sede fissa;VIA BIGLI;1;224;;Non Alimentare;;;;610;396;1;9.1943810386;45.4677961559;45.4677961559, 9.1943810386
C-EV/12874;Via MARIA ALLA PORTA (SANTA) N. 1|vlo santa maria alla porta 001| isolato:346| accesso: accesso esterno| (z.d. 1);VENDITA - In sede fissa;Via MARIA ALLA PORTA (SANTA);1;620;ader;Non Alimentare;;abbigliamento uomo;ix|x;506;397;1;9.18196305855;45.464748989;45.464748989, 9.18196305855
C-EV/47797;Via CANONICA LUIGI N. 54| isolato:106| accesso: accesso esterno| (z.d. 1);VENDITA - In sede fissa;Via CANONICA LUIGI;54;7121;supermercato;alimentare|non alimentare;(con l'esclusione dei prodotti per i quali e' previsto uno specifico diploma) attivita' prevalente: frutta-verdura-carne-pesci-crostacei-molluschi-dolciumi-bevande-pane- art. tessili-casalinghi-libri-cartoleria-abbigliamento art. medicali;minimercati;settore alimentare/non aliment;397;397;1;9.17237509198;45.4799600483;45.4799600483, 9.17237509198
C-EV/70199;VIALE TESTI FULVIO N. 90| isolato:145| accesso: accesso esterno| (z.d. 9);VENDITA - In sede fissa;VIALE TESTI FULVIO;90;703;farmacia scevola;tabella speciale farmacie;;farmacia (articoli sussidiari);spec. farmacia(ant.dm 375/88);624;397;;;;
C-EV/42609;Via VALLAZZE N. 104| accesso: accesso esterno| (z.d. 3);VENDITA - In sede fissa;Via VALLAZZE;104;2250;unes u! come tu mi vuoi;alimentare|non alimentare;(con l'esclusione dei prodotti per i quali e' previsto uno specifico diploma) attivita' prevalente: supermercato;supermercato alimentare;settore alimentare/non aliment;418;398;3;9.23122794533;45.4849852945;45.4849852945, 9.23122794533
C-EV/53196;VIA SISMONDI GIANCARLO N. 35| isolato:218| accesso: accesso esterno| (z.d. 4);VENDITA - In sede fissa;VIA SISMONDI GIANCARLO;35;703;carrefour;alimentare|non alimentare;(con l'esclusione dei prodotti per i quali e' previsto uno specifico diploma) attivita' prevalente: supermercato;supermercato alimentare;settore alimentare/non aliment;800;398;;;;
C-EV/54648;VIA GROSSICH ANTONIO N. 3| isolato:079| accesso: accesso esterno| (z.d. 3);VENDITA - In sede fissa;VIA GROSSICH ANTONIO;3;703;carrefour;alimentare|non alimentare;(con l'esclusione dei prodotti per i quali e' previsto uno specifico diploma) attivita' prevalente: supermercato;supermercato alimentare;settore alimentare/non aliment;670;398;1;9.18188424512;45.4713327987;45.4713327987, 9.18188424512
C-EV/30791;Via MARCO (SAN) N. 26| isolato:177| accesso: accesso esterno| (z.d. 1);VENDITA - In sede fissa;Via MARCO (SAN);26;1036;;non alimentare;;cose usate senza pregio,rigat.;xiv-antichita' e opere d' arte|xiv-art.per rigattiere;503;398;1;9.1886109856;45.4763981471;45.4763981471, 9.1886109856
C-EV/50252;PIAZZA NAPOLI N. 11| isolato:013| accesso: accesso esterno| (z.d. 6);VENDITA - In sede fissa;PIAZZA NAPOLI;11;703;punto sma;alimentare|non alimentare;(con l'esclusione dei prodotti per i quali e' previsto per legge uno specifico diploma)  ;minimercati;settore alimentare/non aliment;399;399;;;;
C-EV/45258;Via VARESINA N. 25| isolato:271| accesso: accesso esterno| (z.d. 8);VENDITA - In sede fissa;Via VARESINA;25;7290;in s mercato;alimentare|non alimentare;erboristeria (prodotti preconfezionati e sigillati all'origine) - animali vivi e articoli per il loro allevamento - articoli di cine, foto, ottica (con l'esclusione dei prodotti per la cui vendita e' prevista l'attivita' di persona minita di speciale abilitazione, secondo le norme della l.23.6.1927 n.1264 e relativo regolamento di esecuzione r.d. 31.5.1928 n.1334) - computersarticoli di elettronica ;discount alimentare;xii-radio e tv|xii sub 2|i (cont.anteced. d.m. 375/88)|xiv prod. sport e tempo libero|xii-elettrodomestici|xii sub 1|xiv prod.meccanica strum e att|xiii (libri)|x|xiv prodotti per l'edilizia|speciale latteria|xii-materiale elettrico|xiv prodotti per la casa|xiv prodotti per la persona|xiv prodotti vari;399;399;8;9.1479264219;45.4948964389;45.4948964389, 9.1479264219
EV/111373;VIA BANDELLO MATTEO N. 2 (z.d. 1);VENDITA - In sede fissa;VIA BANDELLO MATTEO;2;703;;Alimentare|Non Alimentare;;;;573;399;;;;
C-EV/25997;Via PADOVA N. 111| isolato:279| accesso: accesso esterno| (z.d. 2);VENDITA - In sede fissa;Via PADOVA;111;2275;pam;;;supermercato alimentare;viii;1129;400;2;9.2306926661;45.4968678792;45.4968678792, 9.2306926661
C-EV/43300;Viale FORLANINI ENRICO num.031| isolato:164| accesso: accesso esterno| (z.d. 4);VENDITA - In sede fissa;Viale FORLANINI ENRICO;;3318;aica concessionaria fiat;non alimentare;;auto-moto-cicli;xiv prod.meccanica strum e att;400;400;;;;
C-EV/52977;Corso VERCELLI N. 35| isolato:235| accesso: accesso esterno| (z.d. 7);VENDITA - In sede fissa;Corso VERCELLI;35;6193;della fonte;non alimentare;argenteria oreficeria orologeria ;gioielleria - orologeria;settore non alimentare;460;400;7;9.16012985311;45.466410483;45.466410483, 9.16012985311
C-EV/55369;Viale JENNER EDOARDO N. 29 spaccio interno| isolato:100| (z.d. 9);VENDITA - In sede fissa;Viale JENNER EDOARDO;29;1230;;non alimentare;(con esclusione di quei prodotti per i quali e' previsto per legge specifico diploma) attivita' prevalente: abbigliamento ;abbigliamento;settore non alimentare;900;400;9;9.18067009676;45.4969564335;45.4969564335, 9.18067009676
C-EV/55369;Viale JENNER EDOARDO N. 29 spaccio interno| isolato:100| (z.d. 9);VENDITA - In sede fissa;Viale JENNER EDOARDO;29;1230;;non alimentare;(con esclusione di quei prodotti per i quali e' previsto per legge specifico diploma) attivita' prevalente: abbigliamento ;abbigliamento;settore non alimentare;900;400;9;9.18091135959;45.4969776463;45.4969776463, 9.18091135959
C-EV/33562;Via LOMELLINA N. 64| isolato:219| accesso: accesso interno| (z.d. 4);VENDITA - In sede fissa;Via LOMELLINA;64;3280;a. bellomi;non alimentare;cancelleria - articoli per disegno, tavoli tecnigrafici, accessori mobili e classificatori per disegno - carte ad uso tecnico. ;cartoleria cancelleria;xiv;900;400;4;9.23037157618;45.4672492787;45.4672492787, 9.23037157618
C-EV/46554;Via SETTEMBRINI LUIGI N. 20| isolato:056| accesso: accesso esterno| (z.d. 3);VENDITA - In sede fissa;Via SETTEMBRINI LUIGI;20;2127;avalon;non alimentare;(con l'esclusione dei prodotti per i quali e' previsto uno specifico diploma) ;giocattoli;settore non alimentare;400;400;3;9.20579355469;45.4814221453;45.4814221453, 9.20579355469
C-EV/57971;Via PRINA GIUSEPPE N. 11| isolato:102| accesso: accesso interno| (z.d. 8);VENDITA - In sede fissa;Via PRINA GIUSEPPE;11;7135;emporio isola;non alimentare;(con esclusione dei prodotti per i quali e' previsto per legge uno specifico diploma)  attivita' prevalente: abbigliamento  ;abbigliamento;settore non alimentare;400;400;8;9.16850172059;45.4799273126;45.4799273126, 9.16850172059
C-EV/10971;Piazzale SUSA N. 12| isolato:214| accesso: accesso esterno| (z.d. 4);VENDITA - In sede fissa;Piazzale SUSA;12;3101;frigerio gomme;non alimentare;;pneumatici;xiv sub 10;420;400;4;9.22440518383;45.467450592;45.467450592, 9.22440518383
C-EV/14156;Foro BUONAPARTE N. 53|for buonaparte 053| isolato:238| accesso: accesso esterno| (z.d. 1);VENDITA - In sede fissa;Foro BUONAPARTE;53;711;buffwtti;non alimentare;;cartolibreria;xiii (libri)|xiv prod.meccanica strum e att|xiv prodotti per la casa;1400;400;1;9.17832348581;45.4680241796;45.4680241796, 9.17832348581
C-EV/71713;Corso MATTEOTTI GIACOMO N. 1|cso matteotti giacomo 001| isolato:362| (z.d. 1);VENDITA - In sede fissa;Corso MATTEOTTI GIACOMO;1;218;alviero martini;non alimentare;pelletteria, calzature, abbigliamento, accessori ;abbigliamento;settore non alimentare;535;400;1;9.19403268064;45.4670567704;45.4670567704, 9.19403268064
C-EV/16877;Piazzetta BOSSI MAURILIO N. 4|pta bossi maurilio 004| isolato:367| accesso: accesso esterno| (z.d. 1);VENDITA - In sede fissa;Piazzetta BOSSI MAURILIO;4;116;;non alimentare;;antichita' e oggetti d'arte,an;xiv sub 4;1200;400;1;9.18705860213;45.4678347507;45.4678347507, 9.18705860213
C-EV/17843;Viale GORIZIA N. 14| isolato:056| accesso: accesso interno| (z.d. 6);VENDITA - In sede fissa;Viale GORIZIA;14;5156;;non alimentare;;in attesa di revoca;xiv sub 54;402;400;6;9.17406217788;45.4539643149;45.4539643149, 9.17406217788
C-EV/48625;Viale PICENO N. 19| isolato:030| accesso: accesso esterno| (z.d. 4);VENDITA - In sede fissa;Viale PICENO;19;3114;blockbuster;alimentare|non alimentare;(con l'esclusione dei prodotti per i quali e' previsto per legge uno specifico diploma)  ;videocassette;settore alimentare/non aliment;415;400;4;9.21707217499;45.4648736882;45.4648736882, 9.21707217499
C-EV/20538;Via PASSO BUOLE N. 4| isolato:198| accesso: accesso interno| (z.d. 5);VENDITA - In sede fissa;Via PASSO BUOLE;4;4218;;non alimentare;;cose usate senza pregio,rigat.;xiv sub 21;400;400;5;9.20779561711;45.4481459736;45.4481459736, 9.20779561711
C-EV/21239;Viale CASSALA N. 61| isolato:067| accesso: accesso esterno| (z.d. 6);VENDITA - In sede fissa;Viale CASSALA;61;5275;giaguaro srl;non alimentare;;accessori e ricambi auto-moto;xiv prod.meccanica strum e att;800;400;6;9.16660765925;45.4443452004;45.4443452004, 9.16660765925
C-EV/48829;Via GALLARATE N. 221| isolato:179| accesso: accesso esterno| (z.d. 8);VENDITA - In sede fissa;Via GALLARATE;221;7420;golf house;non alimentare;;articoli sportivi;xiv prod. sport e tempo libero;400;400;8;9.12223683503;45.500643618;45.500643618, 9.12223683503
C-EV/49585;Via VERRI PIETRO N. 6|via verri pietro 006| isolato:362| accesso: accesso esterno| (z.d. 1);VENDITA - In sede fissa;Via VERRI PIETRO;6;223;;non alimentare;(con l'esclusione dei prodotti per i quali e' previsto per legge uno specifico diploma)  ;abbigliamento;settore non alimentare;400;400;1;9.19449583174;45.4676140078;45.4676140078, 9.19449583174
C-EV/22060;Largo BOCCIONI UMBERTO N. 6| isolato:093| accesso: accesso esterno| (z.d. 8);VENDITA - In sede fissa;Largo BOCCIONI UMBERTO;6;7467;;non alimentare;;macchine utensili art.per ind.macchine utensili e articoli per l'industria;xiii (cont.antec. d.m. 375/88);440;400;8;9.12876382525;45.5113900668;45.5113900668, 9.12876382525
C-EV/22986;VIA BUONARROTI MICHELANGELO N. 11 isolato:194| accesso: accesso esterno| (z.d. 7);VENDITA - In sede fissa;VIA BUONARROTI MICHELANGELO;11;703;punto sma;alimentare|non alimentare;(con l'esclusione dei prodotti per i quali e' previsto per legge uno specifico diploma)  ;supermercato alimentare;settore alimentare/non aliment;1030;400;;;;
C-EV/41284;Via VARANINI LUIGI N. 28| isolato:321| accesso: accesso esterno| (z.d. 2);VENDITA - In sede fissa;Via VARANINI LUIGI;28;2288;;non alimentare;;tappezzerie e moquettes;x|xiv sub 16;400;400;2;9.21401672582;45.4931814531;45.4931814531, 9.21401672582
EV/114986;VIALE MONZA N. 137 /139 (z.d. 2);VENDITA - In sede fissa;VIALE MONZA;137;2274;;Alimentare|Non Alimentare;;;;460;400;2;9.22067117003;45.5000583181;45.5000583181, 9.22067117003
EV/113316;Via RIPAMONTI GIUSEPPE N. 92 (z.d. 5);VENDITA - In sede fissa;Via RIPAMONTI GIUSEPPE;92;4066;;Non Alimentare;;;;512;401;5;9.1991931706;45.441408119;45.441408119, 9.1991931706
C-EV/54647;Via MANZONI ALESSANDRO N. 31|via manzoni alessandro 031| isolato:254| accesso: accesso esterno| (z.d. 1);VENDITA - In sede fissa;Via MANZONI ALESSANDRO;31;230;armani/emporio armani;non alimentare;(con l'esclusione dei prodotti per i quali e' previsto per legge uno specifico diploma)  attivita' prevalente: articoli di abbigliamento ed accessori ;abbigliamento uomo;settore non alimentare;402;402;1;9.19310030281;45.4705617955;45.4705617955, 9.19310030281
C-EV/21788;Via TEANO N. 6| isolato:006| accesso: accesso esterno| (z.d. 9);VENDITA - In sede fissa;Via TEANO;6;1632;;non alimentare;;macchine utensili art.per ind.macchine utensili e articoli per l'industria;xiii (cont.antec. d.m. 375/88);403;403;9;9.16231127065;45.5285156456;45.5285156456, 9.16231127065
C-EV/32799;Via PORTA CARLO N. 1| isolato:093| accesso: accesso esterno| (z.d. 1);VENDITA - In sede fissa;Via PORTA CARLO;1;1051;;Non Alimentare;;mobili;xii-elettrodomestici|xii sub 1;520;404;1;9.19466912545;45.4738648153;45.4738648153, 9.19466912545
EV/110076;VIA WASHINGTON GIORGIO N. 111 (z.d. 6);VENDITA - In sede fissa;VIA WASHINGTON GIORGIO;111;6111;;Alimentare|Non Alimentare;;;;586;404;6;9.15494706707;45.4548096997;45.4548096997, 9.15494706707
C-EV/26754;Via LAZZARETTO N. 17| isolato:098| accesso: accesso esterno| (z.d. 2);VENDITA - In sede fissa;Via LAZZARETTO;17;2112;;non alimentare;;radio tv, elettrodom,app.radio;settore non alimentare;420;405;2;9.20350666199;45.4794945469;45.4794945469, 9.20350666199
EV/105274;Via CUSANI N. 5 (z.d. 1);VENDITA - In sede fissa;Via CUSANI;5;719;;Non Alimentare;;;;635;405;1;9.18441118366;45.4686371987;45.4686371987, 9.18441118366
C-EV/33436;Via PACINI GIOVANNI N. 64| isolato:083| accesso: accesso esterno| (z.d. 3);VENDITA - In sede fissa;Via PACINI GIOVANNI;64;2571;;non alimentare;;autoveicoli;xiv sub 10;416;406;3;9.23449163685;45.4836322035;45.4836322035, 9.23449163685
C-EV/38557;Via PAOLO (SAN) N. 1|cso vittorio emanuele ii 003*| accesso: accesso esterno| (z.d. 1);VENDITA - In sede fissa;Via PAOLO (SAN);1;212;antiquario;Non Alimentare|Alimentare;(con l'esclusione dei prodotti per i quali è previsto per legge uno specifico diploma)  attivita' prevalente:antichita' e opere d'arte, oggetti usati sensa pregio, modernariato, pelletteria, abbigliamento, articoli di moda ;antichita' e oggetti d'arte,an;settore non alimentare;415;406;1;9.19381795634;45.4652037908;45.4652037908, 9.19381795634
